Produced Date,Product ID,Employee ID,Produced Quantity,Total Quantity,Work Hours
2013-01-12,d1004,1004,72,90,4
2013-01-12,e1005,1005,65,97,4
2013-01-12,f1006,1006,64,94,5
2013-01-12,g1007,1007,65,100,8
2013-01-12,h1008,1008,70,100,6
2013-01-12,i1009,1009,74,90,4
2013-01-12,j1010,1010,62,90,4
2013-01-13,a1001,1001,82,95,8
2013-01-13,b1002,1002,86,98,4
2013-01-13,c1003,1003,68,90,4
2013-01-13,d1004,1004,67,94,6
2013-01-13,e1005,1005,76,95,5
2013-01-13,f1006,1006,71,94,8
2013-01-13,g1007,1007,79,98,5
2013-01-13,h1008,1008,74,98,4
2013-01-13,i1009,1009,65,99,4
2013-01-13,j1010,1010,68,92,8
2013-01-14,a1001,1001,60,93,7
2013-01-14,b1002,1002,84,92,8
2013-01-14,c1003,1003,82,96,8
2013-01-14,d1004,1004,62,97,8
2013-01-14,e1005,1005,85,99,4
2013-01-14,f1006,1006,60,98,5
2013-01-14,g1007,1007,81,94,8
2013-01-14,h1008,1008,75,90,5
2013-01-14,i1009,1009,60,94,7
2013-01-14,j1010,1010,66,94,6
2013-01-15,a1001,1001,82,99,5
2013-01-15,b1002,1002,83,95,7
2013-01-15,c1003,1003,63,92,5
2013-01-15,d1004,1004,76,94,6
2013-01-15,e1005,1005,76,98,8
2013-01-15,f1006,1006,62,96,8
2013-01-15,g1007,1007,86,95,5
2013-01-15,h1008,1008,84,99,8
2013-01-15,i1009,1009,88,95,4
2013-01-15,j1010,1010,85,93,8
2013-01-16,a1001,1001,77,99,8
2013-01-16,b1002,1002,77,93,6
2013-01-16,c1003,1003,83,94,5
2013-01-16,d1004,1004,61,96,4
2013-01-16,e1005,1005,62,95,6
2013-01-16,f1006,1006,67,90,7
2013-01-16,g1007,1007,68,97,8
2013-01-16,h1008,1008,81,99,6
2013-01-16,i1009,1009,70,95,7
2013-01-16,j1010,1010,79,96,5
2013-01-17,a1001,1001,78,100,7
2013-01-17,b1002,1002,88,94,5
2013-01-17,c1003,1003,75,95,7
2013-01-17,d1004,1004,88,92,6
2013-01-17,e1005,1005,73,98,4
2013-01-17,f1006,1006,79,97,6
2013-01-17,g1007,1007,80,93,6
2013-01-17,h1008,1008,61,96,8
2013-01-17,i1009,1009,75,100,7
2013-01-17,j1010,1010,84,93,6
2013-01-18,a1001,1001,72,96,5
2013-01-18,b1002,1002,78,98,7
2013-01-18,c1003,1003,61,94,5
2013-01-18,d1004,1004,63,99,8
2013-01-18,e1005,1005,68,90,7
2013-01-18,f1006,1006,86,93,6
2013-01-18,g1007,1007,72,96,8
2013-01-18,h1008,1008,62,91,5
2013-01-18,i1009,1009,78,100,8
2013-01-18,j1010,1010,60,96,5
2013-01-19,a1001,1001,79,97,8
2013-01-19,b1002,1002,86,94,7
2013-01-19,c1003,1003,71,95,7
2013-01-19,d1004,1004,80,91,6
2013-01-19,e1005,1005,82,90,5
2013-01-19,f1006,1006,88,94,6
2013-01-19,g1007,1007,80,100,8
2013-01-19,h1008,1008,78,94,4
2013-01-19,i1009,1009,84,100,4
2013-01-19,j1010,1010,85,92,6
2013-01-20,a1001,1001,61,93,5
2013-01-20,b1002,1002,65,93,4
2013-01-20,c1003,1003,65,92,4
2013-01-20,d1004,1004,85,97,5
2013-01-20,e1005,1005,64,99,6
2013-01-20,f1006,1006,64,97,6
2013-01-20,g1007,1007,89,96,5
2013-01-20,h1008,1008,84,91,5
2013-01-20,i1009,1009,78,95,5
2013-01-20,j1010,1010,87,91,7
2013-01-21,a1001,1001,76,100,4
2013-01-21,b1002,1002,60,90,6
2013-01-21,c1003,1003,66,93,5
2013-01-21,d1004,1004,82,100,8
2013-01-21,e1005,1005,85,94,5
2013-01-21,f1006,1006,85,95,7
2013-01-21,g1007,1007,62,94,5
2013-01-21,h1008,1008,60,95,5
2013-01-21,i1009,1009,70,94,8
2013-01-21,j1010,1010,68,94,8
2013-01-22,a1001,1001,88,93,8
2013-01-22,b1002,1002,82,100,6
2013-01-22,c1003,1003,65,90,6
2013-01-22,d1004,1004,79,96,4
2013-01-22,e1005,1005,66,97,4
2013-01-22,f1006,1006,65,95,7
2013-01-22,g1007,1007,84,94,5
2013-01-22,h1008,1008,84,95,8
2013-01-22,i1009,1009,67,95,5
2013-01-22,j1010,1010,64,97,5
2013-01-23,a1001,1001,65,94,5
2013-01-23,b1002,1002,85,95,7
2013-01-23,c1003,1003,74,94,8
2013-01-23,d1004,1004,76,91,7
2013-01-23,e1005,1005,84,91,5
2013-01-23,f1006,1006,86,93,8
2013-01-23,g1007,1007,88,97,6
2013-01-23,h1008,1008,80,96,4
2013-01-23,i1009,1009,87,90,8
2013-01-23,j1010,1010,86,95,4
2013-01-24,a1001,1001,65,98,6
2013-01-24,b1002,1002,60,91,5
2013-01-24,c1003,1003,89,91,8
2013-01-24,d1004,1004,70,97,5
2013-01-24,e1005,1005,86,97,8
2013-01-24,f1006,1006,79,95,5
2013-01-24,g1007,1007,71,96,8
2013-01-24,h1008,1008,68,93,5
2013-01-24,i1009,1009,71,93,7
2013-01-24,j1010,1010,72,91,8
2013-01-25,a1001,1001,78,99,5
2013-01-25,b1002,1002,65,98,7
2013-01-25,c1003,1003,65,95,5
2013-01-25,d1004,1004,73,91,7
2013-01-25,e1005,1005,83,91,6
2013-01-25,f1006,1006,62,96,7
2013-01-25,g1007,1007,88,90,8
2013-01-25,h1008,1008,82,93,6
2013-01-25,i1009,1009,64,92,6
2013-01-25,j1010,1010,89,95,8
2013-01-26,a1001,1001,70,94,4
2013-01-26,b1002,1002,68,97,5
2013-01-26,c1003,1003,81,97,5
2013-01-26,d1004,1004,89,96,8
2013-01-26,e1005,1005,63,95,8
2013-01-26,f1006,1006,65,99,5
2013-01-26,g1007,1007,68,99,6
2013-01-26,h1008,1008,88,92,8
2013-01-26,i1009,1009,81,97,5
2013-01-26,j1010,1010,81,94,6
2013-01-27,a1001,1001,86,90,5
2013-01-27,b1002,1002,80,92,4
2013-01-27,c1003,1003,74,95,6
2013-01-27,d1004,1004,74,93,5
2013-01-27,e1005,1005,85,91,4
2013-01-27,f1006,1006,87,100,6
2013-01-27,g1007,1007,73,98,7
2013-01-27,h1008,1008,61,92,5
2013-01-27,i1009,1009,89,100,7
2013-01-27,j1010,1010,71,94,5
2013-01-28,a1001,1001,83,99,4
2013-01-28,b1002,1002,86,94,4
2013-01-28,c1003,1003,74,98,7
2013-01-28,d1004,1004,70,93,8
2013-01-28,e1005,1005,89,94,7
2013-01-28,f1006,1006,71,95,7
2013-01-28,g1007,1007,81,100,4
2013-01-28,h1008,1008,69,98,4
2013-01-28,i1009,1009,70,91,8
2013-01-28,j1010,1010,88,94,5
2013-01-29,a1001,1001,67,94,5
2013-01-29,b1002,1002,82,100,4
2013-01-29,c1003,1003,79,97,5
2013-01-29,d1004,1004,88,95,4
2013-01-29,e1005,1005,69,98,5
2013-01-29,f1006,1006,81,97,5
2013-01-29,g1007,1007,88,90,7
2013-01-29,h1008,1008,62,92,7
2013-01-29,i1009,1009,64,100,8
2013-01-29,j1010,1010,80,93,4
2013-01-30,a1001,1001,60,96,7
2013-01-30,b1002,1002,63,90,5
2013-01-30,c1003,1003,64,92,5
2013-01-30,d1004,1004,69,90,6
2013-01-30,e1005,1005,82,95,4
2013-01-30,f1006,1006,67,90,4
2013-01-30,g1007,1007,72,93,7
2013-01-30,h1008,1008,71,98,4
2013-01-30,i1009,1009,67,90,8
2013-01-30,j1010,1010,78,90,5
2013-01-31,a1001,1001,75,92,4
2013-01-31,b1002,1002,70,100,8
2013-01-31,c1003,1003,81,99,5
2013-01-31,d1004,1004,67,96,7
2013-01-31,e1005,1005,71,96,5
2013-01-31,f1006,1006,67,96,6
2013-01-31,g1007,1007,77,91,6
2013-01-31,h1008,1008,69,97,7
2013-01-31,i1009,1009,71,95,7
2013-01-31,j1010,1010,74,90,6
2013-02-01,a1001,1001,89,93,5
2013-02-01,b1002,1002,72,91,4
2013-02-01,c1003,1003,78,94,5
2013-02-01,d1004,1004,63,96,6
2013-02-01,e1005,1005,66,90,5
2013-02-01,f1006,1006,64,93,4
2013-02-01,g1007,1007,72,92,8
2013-02-01,h1008,1008,68,94,5
2013-02-01,i1009,1009,69,100,4
2013-02-01,j1010,1010,81,90,4
2013-02-02,a1001,1001,85,98,6
2013-02-02,b1002,1002,79,97,4
2013-02-02,c1003,1003,83,93,4
2013-02-02,d1004,1004,63,98,7
2013-02-02,e1005,1005,84,93,7
2013-02-02,f1006,1006,76,98,4
2013-02-02,g1007,1007,76,93,7
2013-02-02,h1008,1008,77,100,4
2013-02-02,i1009,1009,88,92,4
2013-02-02,j1010,1010,76,97,5
2013-02-03,a1001,1001,68,94,4
2013-02-03,b1002,1002,65,95,6
2013-02-03,c1003,1003,89,99,5
2013-02-03,d1004,1004,77,94,8
2013-02-03,e1005,1005,89,94,5
2013-02-03,f1006,1006,65,97,6
2013-02-03,g1007,1007,73,98,7
2013-02-03,h1008,1008,89,99,6
2013-02-03,i1009,1009,78,100,7
2013-02-03,j1010,1010,76,92,5
2013-02-04,a1001,1001,79,91,7
2013-02-04,b1002,1002,62,97,7
2013-02-04,c1003,1003,83,100,7
2013-02-04,d1004,1004,61,91,4
2013-02-04,e1005,1005,83,95,4
2013-02-04,f1006,1006,76,96,8
2013-02-04,g1007,1007,80,91,5
2013-02-04,h1008,1008,84,98,4
2013-02-04,i1009,1009,88,97,8
2013-02-04,j1010,1010,86,91,7
2013-02-05,a1001,1001,86,90,7
2013-02-05,b1002,1002,75,99,6
2013-02-05,c1003,1003,77,97,5
2013-02-05,d1004,1004,69,97,6
2013-02-05,e1005,1005,63,99,6
2013-02-05,f1006,1006,76,90,6
2013-02-05,g1007,1007,86,95,4
2013-02-05,h1008,1008,85,91,7
2013-02-05,i1009,1009,65,92,6
2013-02-05,j1010,1010,68,98,7
2013-02-06,a1001,1001,70,93,4
2013-02-06,b1002,1002,88,92,7
2013-02-06,c1003,1003,67,92,4
2013-02-06,d1004,1004,69,91,4
2013-02-06,e1005,1005,68,91,6
2013-02-06,f1006,1006,83,100,5
2013-02-06,g1007,1007,85,94,6
2013-02-06,h1008,1008,80,96,7
2013-02-06,i1009,1009,87,100,5
2013-02-06,j1010,1010,66,96,4
2013-02-07,a1001,1001,62,97,6
2013-02-07,b1002,1002,73,91,7
2013-02-07,c1003,1003,65,93,6
2013-02-07,d1004,1004,84,92,5
2013-02-07,e1005,1005,84,92,5
2013-02-07,f1006,1006,74,94,4
2013-02-07,g1007,1007,65,95,5
2013-02-07,h1008,1008,80,99,5
2013-02-07,i1009,1009,61,90,6
2013-02-07,j1010,1010,62,95,4
2013-02-08,a1001,1001,87,97,6
2013-02-08,b1002,1002,77,90,6
2013-02-08,c1003,1003,73,96,7
2013-02-08,d1004,1004,84,99,7
2013-02-08,e1005,1005,77,94,8
2013-02-08,f1006,1006,65,96,8
2013-02-08,g1007,1007,80,98,6
2013-02-08,h1008,1008,74,92,8
2013-02-08,i1009,1009,81,96,7
2013-02-08,j1010,1010,69,99,4
2013-02-09,a1001,1001,75,99,5
2013-02-09,b1002,1002,70,96,8
2013-02-09,c1003,1003,81,98,4
2013-02-09,d1004,1004,80,98,7
2013-02-09,e1005,1005,67,91,6
2013-02-09,f1006,1006,60,97,8
2013-02-09,g1007,1007,82,92,8
2013-02-09,h1008,1008,84,91,5
2013-02-09,i1009,1009,88,100,8
2013-02-09,j1010,1010,81,92,6
2013-02-10,a1001,1001,63,96,6
2013-02-10,b1002,1002,62,95,4
2013-02-10,c1003,1003,83,91,7
2013-02-10,d1004,1004,86,95,7
2013-02-10,e1005,1005,85,94,5
2013-02-10,f1006,1006,67,98,5
2013-02-10,g1007,1007,68,100,4
2013-02-10,h1008,1008,77,96,8
2013-02-10,i1009,1009,83,93,8
2013-02-10,j1010,1010,74,92,6
2013-02-11,a1001,1001,83,90,6
2013-02-11,b1002,1002,77,94,5
2013-02-11,c1003,1003,87,96,7
2013-02-11,d1004,1004,88,98,7
2013-02-11,e1005,1005,63,96,4
2013-02-11,f1006,1006,69,91,4
2013-02-11,g1007,1007,88,92,7
2013-02-11,h1008,1008,61,93,6
2013-02-11,i1009,1009,73,97,5
2013-02-11,j1010,1010,71,91,6
2013-02-12,a1001,1001,72,94,5
2013-02-12,b1002,1002,86,90,8
2013-02-12,c1003,1003,88,91,8
2013-02-12,d1004,1004,85,96,6
2013-02-12,e1005,1005,66,100,6
2013-02-12,f1006,1006,73,91,6
2013-02-12,g1007,1007,80,100,7
2013-02-12,h1008,1008,67,97,4
2013-02-12,i1009,1009,80,97,6
2013-02-12,j1010,1010,84,95,6
2013-02-13,a1001,1001,80,95,8
2013-02-13,b1002,1002,76,95,8
2013-02-13,c1003,1003,69,91,7
2013-02-13,d1004,1004,82,100,5
2013-02-13,e1005,1005,77,92,6
2013-02-13,f1006,1006,88,90,6
2013-02-13,g1007,1007,65,97,6
2013-02-13,h1008,1008,68,100,8
2013-02-13,i1009,1009,61,92,7
2013-02-13,j1010,1010,83,92,7
2013-02-14,a1001,1001,79,96,6
2013-02-14,b1002,1002,80,91,4
2013-02-14,c1003,1003,74,92,4
2013-02-14,d1004,1004,64,92,7
2013-02-14,e1005,1005,67,96,4
2013-02-14,f1006,1006,77,94,4
2013-02-14,g1007,1007,87,95,5
2013-02-14,h1008,1008,86,90,6
2013-02-14,i1009,1009,68,100,8
2013-02-14,j1010,1010,79,98,8
2013-02-15,a1001,1001,88,100,8
2013-02-15,b1002,1002,77,100,7
2013-02-15,c1003,1003,64,96,7
2013-02-15,d1004,1004,79,97,7
2013-02-15,e1005,1005,65,100,8
2013-02-15,f1006,1006,62,92,8
2013-02-15,g1007,1007,86,95,6
2013-02-15,h1008,1008,65,97,7
2013-02-15,i1009,1009,63,95,5
2013-02-15,j1010,1010,73,91,5
2013-02-16,a1001,1001,76,97,8
2013-02-16,b1002,1002,67,98,7
2013-02-16,c1003,1003,60,91,7
2013-02-16,d1004,1004,79,96,8
2013-02-16,e1005,1005,62,100,8
2013-02-16,f1006,1006,72,97,6
2013-02-16,g1007,1007,72,91,7
2013-02-16,h1008,1008,74,94,7
2013-02-16,i1009,1009,77,97,7
2013-02-16,j1010,1010,86,97,7
2013-02-17,a1001,1001,85,91,5
2013-02-17,b1002,1002,66,97,4
2013-02-17,c1003,1003,61,98,5
2013-02-17,d1004,1004,89,94,6
2013-02-17,e1005,1005,62,94,8
2013-02-17,f1006,1006,82,95,7
2013-02-17,g1007,1007,83,96,6
2013-02-17,h1008,1008,75,91,8
2013-02-17,i1009,1009,77,92,8
2013-02-17,j1010,1010,84,93,6
2013-02-18,a1001,1001,77,98,7
2013-02-18,b1002,1002,80,90,7
2013-02-18,c1003,1003,76,96,5
2013-02-18,d1004,1004,86,91,6
2013-02-18,e1005,1005,81,99,5
2013-02-18,f1006,1006,60,99,7
2013-02-18,g1007,1007,87,95,7
2013-02-18,h1008,1008,75,100,5
2013-02-18,i1009,1009,85,96,6
2013-02-18,j1010,1010,71,98,7
2013-02-19,a1001,1001,64,92,6
2013-02-19,b1002,1002,89,95,5
2013-02-19,c1003,1003,77,100,6
2013-02-19,d1004,1004,69,99,6
2013-02-19,e1005,1005,70,90,6
2013-02-19,f1006,1006,78,90,8
2013-02-19,g1007,1007,74,90,4
2013-02-19,h1008,1008,60,99,8
2013-02-19,i1009,1009,63,98,4
2013-02-19,j1010,1010,65,100,6
2013-02-20,a1001,1001,63,97,7
2013-02-20,b1002,1002,79,93,5
2013-02-20,c1003,1003,67,92,5
2013-02-20,d1004,1004,89,95,5
2013-02-20,e1005,1005,71,92,6
2013-02-20,f1006,1006,88,98,4
2013-02-20,g1007,1007,79,98,4
2013-02-20,h1008,1008,62,94,7
2013-02-20,i1009,1009,69,98,6
2013-02-20,j1010,1010,78,90,8
2013-02-21,a1001,1001,61,91,6
2013-02-21,b1002,1002,73,91,7
2013-02-21,c1003,1003,70,92,6
2013-02-21,d1004,1004,87,90,4
2013-02-21,e1005,1005,71,98,5
2013-02-21,f1006,1006,83,92,7
2013-02-21,g1007,1007,83,91,6
2013-02-21,h1008,1008,88,94,7
2013-02-21,i1009,1009,63,95,8
2013-02-21,j1010,1010,79,96,6
2013-02-22,a1001,1001,70,96,7
2013-02-22,b1002,1002,76,100,6
2013-02-22,c1003,1003,88,92,4
2013-02-22,d1004,1004,71,100,8
2013-02-22,e1005,1005,79,90,8
2013-02-22,f1006,1006,84,94,7
2013-02-22,g1007,1007,84,91,6
2013-02-22,h1008,1008,74,90,4
2013-02-22,i1009,1009,65,99,8
2013-02-22,j1010,1010,62,93,6
2013-02-23,a1001,1001,63,94,6
2013-02-23,b1002,1002,65,92,8
2013-02-23,c1003,1003,66,92,6
2013-02-23,d1004,1004,84,92,8
2013-02-23,e1005,1005,75,91,7
2013-02-23,f1006,1006,88,98,4
2013-02-23,g1007,1007,73,98,7
2013-02-23,h1008,1008,89,90,8
2013-02-23,i1009,1009,74,100,8
2013-02-23,j1010,1010,74,99,4
2013-02-24,a1001,1001,78,96,4
2013-02-24,b1002,1002,65,99,8
2013-02-24,c1003,1003,71,98,6
2013-02-24,d1004,1004,80,91,8
2013-02-24,e1005,1005,77,98,5
2013-02-24,f1006,1006,61,96,4
2013-02-24,g1007,1007,63,98,5
2013-02-24,h1008,1008,87,92,6
2013-02-24,i1009,1009,75,99,4
2013-02-24,j1010,1010,87,92,6
2013-02-25,a1001,1001,62,94,7
2013-02-25,b1002,1002,83,98,7
2013-02-25,c1003,1003,68,96,7
2013-02-25,d1004,1004,81,93,4
2013-02-25,e1005,1005,78,98,7
2013-02-25,f1006,1006,69,97,7
2013-02-25,g1007,1007,89,92,5
2013-02-25,h1008,1008,65,95,5
2013-02-25,i1009,1009,70,99,7
2013-02-25,j1010,1010,71,98,4
2013-02-26,a1001,1001,70,100,5
2013-02-26,b1002,1002,75,91,5
2013-02-26,c1003,1003,60,95,7
2013-02-26,d1004,1004,76,100,4
2013-02-26,e1005,1005,66,90,5
2013-02-26,f1006,1006,85,95,8
2013-02-26,g1007,1007,60,94,7
2013-02-26,h1008,1008,79,93,6
2013-02-26,i1009,1009,80,99,8
2013-02-26,j1010,1010,61,99,5
2013-02-27,a1001,1001,81,99,4
2013-02-27,b1002,1002,76,95,7
2013-02-27,c1003,1003,62,96,8
2013-02-27,d1004,1004,71,96,6
2013-02-27,e1005,1005,82,92,4
2013-02-27,f1006,1006,63,93,6
2013-02-27,g1007,1007,75,93,5
2013-02-27,h1008,1008,75,100,4
2013-02-27,i1009,1009,81,95,6
2013-02-27,j1010,1010,84,99,4
2013-02-28,a1001,1001,75,90,6
2013-02-28,b1002,1002,60,92,8
2013-02-28,c1003,1003,62,100,5
2013-02-28,d1004,1004,63,91,6
2013-02-28,e1005,1005,77,95,5
2013-02-28,f1006,1006,69,97,6
2013-02-28,g1007,1007,68,91,7
2013-02-28,h1008,1008,81,91,5
2013-02-28,i1009,1009,79,91,4
2013-02-28,j1010,1010,85,100,8
2013-03-01,a1001,1001,60,98,6
2013-03-01,b1002,1002,78,99,8
2013-03-01,c1003,1003,84,90,5
2013-03-01,d1004,1004,88,100,7
2013-03-01,e1005,1005,76,98,8
2013-03-01,f1006,1006,85,92,8
2013-03-01,g1007,1007,61,97,5
2013-03-01,h1008,1008,79,100,6
2013-03-01,i1009,1009,85,93,4
2013-03-01,j1010,1010,73,90,4
2013-03-02,a1001,1001,83,94,6
2013-03-02,b1002,1002,74,100,8
2013-03-02,c1003,1003,70,99,5
2013-03-02,d1004,1004,88,100,5
2013-03-02,e1005,1005,89,97,4
2013-03-02,f1006,1006,60,97,8
2013-03-02,g1007,1007,65,94,5
2013-03-02,h1008,1008,84,98,4
2013-03-02,i1009,1009,77,96,8
2013-03-02,j1010,1010,71,99,4
2013-03-03,a1001,1001,85,99,4
2013-03-03,b1002,1002,89,99,4
2013-03-03,c1003,1003,69,99,6
2013-03-03,d1004,1004,71,95,6
2013-03-03,e1005,1005,66,92,4
2013-03-03,f1006,1006,77,95,8
2013-03-03,g1007,1007,87,91,7
2013-03-03,h1008,1008,64,92,5
2013-03-03,i1009,1009,78,90,7
2013-03-03,j1010,1010,80,98,4
2013-03-04,a1001,1001,68,91,5
2013-03-04,b1002,1002,80,92,4
2013-03-04,c1003,1003,61,91,5
2013-03-04,d1004,1004,63,97,7
2013-03-04,e1005,1005,66,97,8
2013-03-04,f1006,1006,70,98,6
2013-03-04,g1007,1007,86,96,5
2013-03-04,h1008,1008,85,97,7
2013-03-04,i1009,1009,76,100,6
2013-03-04,j1010,1010,78,97,8
2013-03-05,a1001,1001,73,95,8
2013-03-05,b1002,1002,61,95,4
2013-03-05,c1003,1003,64,98,8
2013-03-05,d1004,1004,79,95,7
2013-03-05,e1005,1005,74,94,7
2013-03-05,f1006,1006,64,97,4
2013-03-05,g1007,1007,69,99,7
2013-03-05,h1008,1008,63,96,4
2013-03-05,i1009,1009,85,95,7
2013-03-05,j1010,1010,68,97,8
2013-03-06,a1001,1001,79,100,5
2013-03-06,b1002,1002,60,90,6
2013-03-06,c1003,1003,89,94,7
2013-03-06,d1004,1004,66,100,6
2013-03-06,e1005,1005,73,98,4
2013-03-06,f1006,1006,79,93,8
2013-03-06,g1007,1007,77,97,7
2013-03-06,h1008,1008,89,95,6
2013-03-06,i1009,1009,76,93,6
2013-03-06,j1010,1010,64,92,7
2013-03-07,a1001,1001,66,91,6
2013-03-07,b1002,1002,72,95,7
2013-03-07,c1003,1003,62,95,7
2013-03-07,d1004,1004,75,91,5
2013-03-07,e1005,1005,67,94,7
2013-03-07,f1006,1006,85,97,8
2013-03-07,g1007,1007,66,95,5
2013-03-07,h1008,1008,83,99,4
2013-03-07,i1009,1009,88,90,5
2013-03-07,j1010,1010,71,91,8
2013-03-08,a1001,1001,61,96,5
2013-03-08,b1002,1002,74,95,4
2013-03-08,c1003,1003,68,94,5
2013-03-08,d1004,1004,77,94,8
2013-03-08,e1005,1005,60,96,5
2013-03-08,f1006,1006,82,96,4
2013-03-08,g1007,1007,68,90,8
2013-03-08,h1008,1008,69,91,8
2013-03-08,i1009,1009,66,99,8
2013-03-08,j1010,1010,74,92,8
2013-03-09,a1001,1001,85,98,6
2013-03-09,b1002,1002,85,100,7
2013-03-09,c1003,1003,67,100,5
2013-03-09,d1004,1004,71,91,4
2013-03-09,e1005,1005,81,96,8
2013-03-09,f1006,1006,61,100,8
2013-03-09,g1007,1007,72,96,4
2013-03-09,h1008,1008,79,92,5
2013-03-09,i1009,1009,72,99,8
2013-03-09,j1010,1010,79,100,6
2013-03-10,a1001,1001,72,98,6
2013-03-10,b1002,1002,86,92,5
2013-03-10,c1003,1003,70,99,6
2013-03-10,d1004,1004,78,93,7
2013-03-10,e1005,1005,77,91,4
2013-03-10,f1006,1006,86,91,6
2013-03-10,g1007,1007,72,98,5
2013-03-10,h1008,1008,78,97,5
2013-03-10,i1009,1009,81,94,6
2013-03-10,j1010,1010,77,99,7
2013-03-11,a1001,1001,85,100,5
2013-03-11,b1002,1002,70,97,6
2013-03-11,c1003,1003,82,100,4
2013-03-11,d1004,1004,85,95,4
2013-03-11,e1005,1005,89,100,6
2013-03-11,f1006,1006,62,99,4
2013-03-11,g1007,1007,66,98,4
2013-03-11,h1008,1008,66,94,5
2013-03-11,i1009,1009,66,95,4
2013-03-11,j1010,1010,61,90,5
2013-03-12,a1001,1001,63,94,8
2013-03-12,b1002,1002,70,99,8
2013-03-12,c1003,1003,77,97,6
2013-03-12,d1004,1004,80,97,5
2013-03-12,e1005,1005,89,97,4
2013-03-12,f1006,1006,89,97,5
2013-03-12,g1007,1007,80,91,6
2013-03-12,h1008,1008,87,98,8
2013-03-12,i1009,1009,89,99,4
2013-03-12,j1010,1010,81,96,6
2013-03-13,a1001,1001,75,98,4
2013-03-13,b1002,1002,74,97,6
2013-03-13,c1003,1003,77,96,7
2013-03-13,d1004,1004,64,96,7
2013-03-13,e1005,1005,61,96,7
2013-03-13,f1006,1006,74,91,7
2013-03-13,g1007,1007,78,96,6
2013-03-13,h1008,1008,67,90,6
2013-03-13,i1009,1009,68,98,4
2013-03-13,j1010,1010,86,95,4
2013-03-14,a1001,1001,82,100,4
2013-03-14,b1002,1002,88,90,4
2013-03-14,c1003,1003,73,98,4
2013-03-14,d1004,1004,81,99,6
2013-03-14,e1005,1005,73,100,8
2013-03-14,f1006,1006,82,91,4
2013-03-14,g1007,1007,74,98,4
2013-03-14,h1008,1008,66,95,7
2013-03-14,i1009,1009,82,92,7
2013-03-14,j1010,1010,73,98,4
2013-03-15,a1001,1001,66,92,8
2013-03-15,b1002,1002,61,90,6
2013-03-15,c1003,1003,72,93,6
2013-03-15,d1004,1004,81,100,7
2013-03-15,e1005,1005,69,100,8
2013-03-15,f1006,1006,62,100,5
2013-03-15,g1007,1007,62,96,4
2013-03-15,h1008,1008,88,94,5
2013-03-15,i1009,1009,77,90,8
2013-03-15,j1010,1010,83,94,6
2013-03-16,a1001,1001,80,93,8
2013-03-16,b1002,1002,82,92,6
2013-03-16,c1003,1003,66,91,8
2013-03-16,d1004,1004,81,90,6
2013-03-16,e1005,1005,73,99,8
2013-03-16,f1006,1006,74,93,5
2013-03-16,g1007,1007,63,98,5
2013-03-16,h1008,1008,77,93,4
2013-03-16,i1009,1009,66,97,8
2013-03-16,j1010,1010,70,94,8
2013-03-17,a1001,1001,78,98,8
2013-03-17,b1002,1002,61,93,7
2013-03-17,c1003,1003,85,96,6
2013-03-17,d1004,1004,60,98,6
2013-03-17,e1005,1005,81,97,6
2013-03-17,f1006,1006,65,97,7
2013-03-17,g1007,1007,79,91,8
2013-03-17,h1008,1008,86,94,7
2013-03-17,i1009,1009,63,100,6
2013-03-17,j1010,1010,65,94,6
2013-03-18,a1001,1001,73,98,5
2013-03-18,b1002,1002,65,90,8
2013-03-18,c1003,1003,76,92,6
2013-03-18,d1004,1004,67,93,6
2013-03-18,e1005,1005,64,96,8
2013-03-18,f1006,1006,85,93,4
2013-03-18,g1007,1007,69,100,6
2013-03-18,h1008,1008,86,91,4
2013-03-18,i1009,1009,73,95,4
2013-03-18,j1010,1010,75,94,8
2013-03-19,a1001,1001,60,99,5
2013-03-19,b1002,1002,68,90,6
2013-03-19,c1003,1003,66,93,6
2013-03-19,d1004,1004,86,100,8
2013-03-19,e1005,1005,83,91,5
2013-03-19,f1006,1006,89,95,8
2013-03-19,g1007,1007,77,97,7
2013-03-19,h1008,1008,64,97,7
2013-03-19,i1009,1009,71,98,4
2013-03-19,j1010,1010,85,98,5
2013-03-20,a1001,1001,67,90,7
2013-03-20,b1002,1002,78,94,6
2013-03-20,c1003,1003,61,100,4
2013-03-20,d1004,1004,81,90,4
2013-03-20,e1005,1005,73,98,7
2013-03-20,f1006,1006,72,99,8
2013-03-20,g1007,1007,88,95,5
2013-03-20,h1008,1008,86,96,5
2013-03-20,i1009,1009,82,90,8
2013-03-20,j1010,1010,78,95,6
2013-03-21,a1001,1001,74,91,8
2013-03-21,b1002,1002,69,96,6
2013-03-21,c1003,1003,78,99,4
2013-03-21,d1004,1004,66,98,6
2013-03-21,e1005,1005,76,93,5
2013-03-21,f1006,1006,71,97,7
2013-03-21,g1007,1007,85,93,6
2013-03-21,h1008,1008,66,99,7
2013-03-21,i1009,1009,86,92,5
2013-03-21,j1010,1010,81,94,8
2013-03-22,a1001,1001,80,96,8
2013-03-22,b1002,1002,71,91,6
2013-03-22,c1003,1003,64,92,4
2013-03-22,d1004,1004,72,95,6
2013-03-22,e1005,1005,78,94,4
2013-03-22,f1006,1006,66,99,4
2013-03-22,g1007,1007,73,100,8
2013-03-22,h1008,1008,88,97,4
2013-03-22,i1009,1009,81,95,5
2013-03-22,j1010,1010,75,99,7
2013-03-23,a1001,1001,88,95,6
